shipment_id,order_id,shipment_date,current_status,estimated_arrival,shipping_address
2027,4650,2023-01-05 11:20:56,Shipped,2023-09-29 02:32:41,"62011 Ryan Streets Apt. 350
North Daniel, IA 12719"
2028,4048,2023-02-20 01:13:25,Delivered,2023-09-28 22:05:08,"10488 Bradley Neck
Christopherfurt, NC 32609"
2029,4610,2023-08-15 03:12:44,In Transit,2023-09-29 01:10:58,"033 Bridges Canyon Suite 493
East Edwinmouth, MS 32914"
2030,428,2023-08-25 09:16:02,Shipped,2023-09-27 22:26:07,"863 Christopher Village Suite 826
Danielleview, NE 94751"
2031,2175,2023-02-22 09:55:48,In Transit,2023-10-03 15:38:04,"25701 Mary Centers Suite 100
Contrerasfort, OK 18632"
2032,3281,2022-12-31 08:48:03,Shipped,2023-10-01 02:38:34,"29470 Schmitt Courts
Andrechester, FL 42851"
2033,1673,2023-09-11 04:17:34,Shipped,2023-10-03 01:33:20,"80292 Louis Extension
Lake Timothyfurt, NY 37088"
2034,3785,2023-09-13 00:32:37,Delivered,2023-10-02 01:21:23,"9908 Reginald Knoll
Cartershire, OH 64565"
2035,3227,2023-01-19 01:04:05,Shipped,2023-10-04 01:15:02,"57001 Chris Centers
Port Rebecca, AL 68868"
2036,790,2022-10-11 01:27:43,Delivered,2023-10-02 18:02:12,"PSC 1185, Box 7346
APO AP 76495"
2037,4301,2022-12-23 21:47:20,In Transit,2023-09-28 02:45:09,"5449 Theodore Parkway
North Jamesshire, PA 59184"
2038,3464,2023-04-02 12:37:38,Shipped,2023-10-01 20:10:27,"USNS Hernandez
FPO AP 01601"
2039,4452,2023-04-18 21:02:09,In Transit,2023-09-30 17:34:12,"665 Garcia Vista Apt. 840
Katherineshire, FL 46568"
2040,1130,2023-08-16 17:39:47,Delivered,2023-09-30 20:30:40,"257 Henry Plain Suite 325
South William, MS 20710"
2041,3365,2022-12-30 13:52:10,Shipped,2023-09-28 06:42:08,"USNV Roman
FPO AE 69491"
2042,3590,2023-07-08 18:22:21,Delivered,2023-09-30 16:58:12,"054 Clayton Tunnel Suite 476
Meghantown, IN 48868"
2043,4839,2023-08-18 23:38:07,Delivered,2023-10-01 12:55:45,"4488 Garza Manor Apt. 958
East Michaelview, SD 80870"
2044,2407,2022-10-31 18:50:31,In Transit,2023-09-28 23:42:23,"USNV Stevens
FPO AE 71295"
2045,2,2023-05-07 08:34:49,Shipped,2023-10-02 06:38:00,"0592 Adams Greens
Williamston, MT 69070"
2046,3760,2023-08-31 06:01:32,In Transit,2023-10-01 08:24:51,"735 Spencer Shoal Suite 512
South Donnamouth, NJ 84654"
2047,552,2023-04-01 05:14:59,Shipped,2023-10-03 00:28:38,"150 Charles Station
Jasmineborough, WV 06394"
2048,4094,2023-09-24 23:17:21,In Transit,2023-09-29 16:50:15,"7056 Mccoy Mall
North Steven, NY 21676"
2049,2511,2023-07-29 16:58:51,Delivered,2023-09-29 23:37:16,"546 Megan Forge Apt. 353
North Jeffreyport, RI 42420"
2050,1237,2023-06-20 16:50:39,Delivered,2023-09-29 02:07:40,"886 Rivera Points Apt. 398
Jasonside, OR 61801"
2051,4345,2023-01-29 15:56:26,In Transit,2023-09-28 03:13:29,"314 Rhodes Plaza Apt. 468
South Richardhaven, MO 38321"
2052,1803,2023-08-06 05:55:01,In Transit,2023-09-30 12:27:31,"9096 Michele Well
East Teresa, MD 52372"
2053,769,2022-10-08 06:18:29,Shipped,2023-10-02 05:32:31,"3467 Smith Point Suite 473
South Meaganmouth, AR 51379"
2054,3247,2023-06-03 19:02:25,In Transit,2023-09-29 03:37:18,"Unit 0084 Box 4262
DPO AA 29127"
2055,30,2023-03-18 09:20:32,Shipped,2023-10-01 13:37:43,"8086 Cannon Forge
Stewartfort, MI 26865"
2056,2569,2023-02-11 10:24:11,Shipped,2023-10-02 04:03:40,"147 Curry Common Suite 964
Martinezhaven, RI 84278"
2057,2176,2023-09-14 02:35:52,Shipped,2023-10-03 19:38:23,"USNV Bell
FPO AA 40592"
2058,2103,2023-08-24 01:29:11,In Transit,2023-09-30 21:48:10,"24892 Williams Extension
Lake Matthewstad, NY 68720"
2059,1614,2023-04-01 22:34:44,Delivered,2023-09-27 17:57:05,"56088 Allen Lock Apt. 858
Pinedachester, PR 26739"
2060,4715,2022-12-24 20:43:26,Shipped,2023-09-29 10:39:34,"893 Cameron Tunnel
Port Deborahberg, IL 77705"
2061,3561,2023-02-18 11:42:48,Delivered,2023-10-01 13:40:41,"9501 Sherri Key Apt. 505
Sandovalbury, AR 17925"
2062,198,2022-11-14 03:18:09,In Transit,2023-10-02 00:59:55,"4485 Karen Expressway
Kimberlyhaven, CT 87207"
2063,4314,2023-05-26 00:26:17,Delivered,2023-09-30 16:41:30,"2778 King Underpass Suite 674
North Josephland, GU 79165"
2064,4531,2023-02-07 04:44:46,In Transit,2023-09-30 22:14:43,"7735 Michael Glen
North Shariland, WI 84833"
2065,1624,2023-05-24 02:44:49,Shipped,2023-10-03 14:47:51,"790 Rowe Way
Lake Dalestad, GA 79147"
2066,2268,2023-09-14 10:56:33,In Transit,2023-09-28 03:47:43,"477 Bowers Wall Suite 572
Mitchellland, WA 73955"
2067,1851,2023-06-08 03:43:55,Shipped,2023-09-29 05:25:14,"243 Gonzalez Village
Johnsonport, MT 82529"
2068,1315,2023-04-27 09:17:20,In Transit,2023-10-04 04:47:03,"6251 Nicholas Garden
Robertchester, ME 82590"
2069,4822,2023-09-03 08:08:49,In Transit,2023-10-04 11:17:03,"649 Cook Mall
Danielmouth, TX 87835"
2070,2782,2022-10-07 21:38:27,In Transit,2023-10-01 18:00:57,"488 Jessica Vista Suite 356
Amandafurt, VA 38144"
2071,2989,2022-11-06 07:58:50,Delivered,2023-09-28 11:31:50,"86737 Johns Heights
Flynnstad, NE 47630"
2072,338,2023-05-10 12:56:22,In Transit,2023-10-03 17:56:05,"495 Chelsea Circles Suite 137
Reevesmouth, CO 89688"
2073,4822,2023-01-20 07:30:19,Delivered,2023-09-30 16:34:19,"65535 Heather Hollow
Morrowside, TN 54276"
2074,3077,2022-11-23 07:48:35,Shipped,2023-10-04 13:05:44,"339 Kathryn Neck
South William, NV 18267"
2075,4227,2023-02-21 16:11:09,In Transit,2023-10-01 02:10:53,"PSC 6759, Box 3905
APO AE 89621"
2076,1512,2023-02-06 14:53:36,Shipped,2023-10-02 23:10:34,"5604 Frank Views Suite 025
Williamston, GA 88917"
2077,801,2022-12-14 02:40:42,In Transit,2023-10-02 02:09:06,"074 Palmer Tunnel
South Lisa, LA 75785"
2078,2545,2023-04-23 15:21:36,In Transit,2023-10-03 18:10:04,"917 Nelson Garden Suite 003
Randallburgh, AZ 29687"
2079,2509,2023-07-18 06:02:39,In Transit,2023-10-02 17:50:07,"9176 Torres Curve
East Amberchester, NH 67895"
2080,3719,2022-12-01 12:36:48,Delivered,2023-09-28 15:09:50,"387 Anthony Stream Suite 285
New Amandaview, WV 41797"
2081,28,2022-12-27 14:47:08,Delivered,2023-09-28 08:37:48,"2292 Hobbs Park
Glendaburgh, DC 61228"
2082,4943,2023-05-09 01:00:51,Delivered,2023-09-30 20:22:35,"82864 Megan Village
North Dakotaside, VA 47663"
2083,1136,2023-05-15 15:42:27,Delivered,2023-09-29 22:04:46,"Unit 1595 Box 9311
DPO AA 33961"
2084,3035,2023-09-16 05:28:16,In Transit,2023-10-03 10:22:49,"40529 Green Parks Apt. 529
Sabrinaberg, MP 17712"
2085,1394,2023-01-26 17:34:14,Delivered,2023-09-29 11:07:22,"28939 Ellen Dam Apt. 529
Lake Michael, IL 49465"
2086,3350,2023-05-27 16:18:55,In Transit,2023-10-02 20:34:22,"74363 Chapman Isle Suite 764
Garciaton, NC 33878"
2087,1178,2023-04-28 19:07:48,Shipped,2023-10-03 14:03:20,"88635 Jonathan Orchard
North Alexismouth, PW 92494"
2088,1734,2022-12-26 05:13:32,Shipped,2023-09-27 15:29:47,"6840 Elizabeth Squares
Richardshire, MP 25583"
2089,2347,2023-02-02 11:54:03,In Transit,2023-09-30 07:08:06,"989 Denise Mountain Suite 388
Kennethfurt, KS 75981"
2090,3855,2023-01-27 06:12:39,Delivered,2023-09-28 21:49:59,"7533 Shirley Branch
Michellestad, CT 61032"
2091,3988,2023-02-25 11:01:53,In Transit,2023-10-04 07:37:44,"8947 Caleb Trail
South Megan, PW 56752"
2092,2758,2023-07-10 16:55:01,In Transit,2023-10-01 14:46:41,"2428 Davis Ports
Alexandramouth, NV 35231"
2093,2939,2023-06-29 08:54:26,In Transit,2023-10-04 00:15:12,"3239 Guerrero Turnpike
Rachaelton, FL 76104"
2094,1687,2023-09-06 03:36:17,Delivered,2023-10-01 09:39:21,"32909 Melvin Glen
West Shaneshire, IA 06406"
2095,1127,2022-12-20 17:32:06,Shipped,2023-10-01 00:29:27,"Unit 1263 Box 7771
DPO AA 19619"
2096,4411,2023-07-26 21:41:01,Delivered,2023-09-30 01:01:35,"0566 Swanson Knolls
Rosariohaven, PR 95961"
2097,266,2022-10-29 12:15:45,In Transit,2023-10-02 14:35:08,"824 Tamara Crossroad Apt. 881
Loweburgh, PW 13363"
2098,3030,2023-03-30 11:02:19,Delivered,2023-10-02 13:00:01,"Unit 0671 Box 5005
DPO AP 10897"
2099,892,2022-11-18 03:45:09,In Transit,2023-10-02 00:04:08,"782 Edward Inlet
North Ryanside, AR 98715"
2100,4834,2023-03-27 21:57:12,Delivered,2023-10-01 06:25:19,"844 Joshua Shoal
South Thomas, OK 16184"
2101,1717,2022-11-21 21:33:01,Shipped,2023-09-27 19:38:50,"6848 Gallagher Summit
Jaimeborough, MT 41877"
2102,2679,2023-01-03 05:21:56,In Transit,2023-09-29 11:42:05,"USNV Morales
FPO AE 09581"
2103,3529,2023-07-07 04:44:36,Shipped,2023-10-02 08:03:59,"62298 Norris Well
Port Denise, NC 74035"
2104,2911,2023-05-20 14:56:57,Shipped,2023-10-03 07:06:44,"21818 Snyder Prairie
Robertville, CA 96898"
2105,2831,2023-05-01 22:50:49,Delivered,2023-10-02 03:36:41,"24991 Daniel Street
New Stephenburgh, MH 68822"
2106,3082,2022-10-01 01:05:15,Shipped,2023-09-28 23:22:47,"14905 Smith Locks
Ramseybury, OH 16649"
2107,303,2022-12-06 09:10:10,Shipped,2023-10-02 08:44:39,"789 Reyes Turnpike
Coryborough, NC 25115"
2108,4270,2023-05-13 22:42:36,Shipped,2023-09-30 20:08:27,"5881 Amanda Haven
Arellanoberg, MN 62015"
2109,923,2022-11-10 23:14:40,In Transit,2023-10-02 19:21:45,"01766 Carl Knolls Apt. 980
Port Heather, MS 56379"
2110,4543,2023-06-27 02:42:17,Delivered,2023-10-03 11:09:05,"267 Hernandez Ranch Suite 112
Leachview, SC 05425"
2111,3834,2023-02-15 19:43:20,Shipped,2023-10-03 07:28:32,"9897 Bradley Turnpike
North Monicafurt, WV 39304"
2112,2666,2022-12-09 00:55:22,Delivered,2023-09-29 06:14:57,"955 Jacob Plains
West Dawnport, AL 04647"
2113,2421,2023-08-27 19:56:37,In Transit,2023-09-29 22:54:43,"98321 Pacheco Field Apt. 955
Port Elizabethville, VA 80084"
2114,1850,2023-09-22 11:45:28,In Transit,2023-09-27 20:09:03,"252 Michelle Villages Apt. 862
West Mark, DC 97833"
2115,1995,2023-08-30 16:41:56,Delivered,2023-10-02 15:49:54,"3298 Larry Turnpike Apt. 152
Ayerstown, ME 45127"
2116,891,2023-06-05 02:05:54,Delivered,2023-10-02 04:21:49,"88282 Huffman Common Suite 834
Wilsonfurt, ID 62004"
2117,959,2023-02-28 17:16:18,Shipped,2023-10-03 01:45:19,"3030 Curtis Lights
Lake Joseph, AZ 09975"
2118,277,2023-04-18 17:19:32,Delivered,2023-10-04 06:42:31,"USNV Craig
FPO AE 55585"
2119,1760,2023-04-25 08:33:33,In Transit,2023-10-01 15:06:51,"05266 Katherine Trail Apt. 130
New Jennifer, MA 21194"
2120,2509,2023-06-16 19:52:41,Delivered,2023-10-02 05:49:21,"1523 Bennett Station Apt. 041
Salinasstad, AK 65377"
2121,3507,2023-06-08 19:47:39,In Transit,2023-09-28 08:56:16,"6884 Mark Ferry Suite 383
Marshallbury, ME 42374"
2122,3141,2023-05-06 08:18:01,Delivered,2023-09-30 08:48:17,"0274 Katie Hills
Garciabury, AZ 18665"
2123,1967,2023-03-13 03:44:23,Delivered,2023-09-30 02:10:55,"4050 Brett Estates Suite 757
West Glenn, NM 14200"
2124,4331,2022-11-26 18:43:07,Delivered,2023-10-02 14:39:55,"926 Pacheco Summit
West Dylan, NY 10963"
2125,130,2023-08-28 14:05:02,Shipped,2023-10-03 13:22:19,"6040 Jason Land Apt. 465
Lake Lorraine, FL 79576"
2126,2089,2023-03-02 01:06:11,Shipped,2023-10-01 05:31:09,"41977 David Walks Suite 057
West Eric, SC 47873"
2127,4825,2022-11-08 07:51:07,In Transit,2023-09-28 22:41:19,"68734 William Shore
West Ann, HI 98281"
2128,2132,2023-05-31 22:32:20,Shipped,2023-09-28 17:48:02,"14681 Ralph Summit Apt. 375
Dianafurt, PR 21933"
2129,2568,2023-09-26 02:03:56,Delivered,2023-09-30 13:08:18,"2098 Michelle Port
North Jeremyfort, MS 86612"
2130,621,2023-09-27 10:44:42,Delivered,2023-10-04 05:13:03,"292 Jon Plains
East Sallyview, IL 95160"
2131,633,2023-09-07 23:50:03,In Transit,2023-10-03 15:25:30,"351 Underwood Landing Apt. 388
East Rebekahmouth, HI 55434"
2132,3222,2023-05-22 00:51:25,In Transit,2023-10-04 09:11:34,"00515 Robert Rapid Suite 651
Woodberg, ME 73643"
2133,4005,2023-05-08 19:18:13,In Transit,2023-10-03 08:24:08,"9426 Jacob Station
Dustinton, TX 04766"
2134,3877,2023-08-25 05:13:18,In Transit,2023-10-03 23:33:44,"1362 Small Plaza
Juliashire, PA 70045"
2135,1090,2023-03-09 12:42:54,Shipped,2023-10-03 18:18:30,"2513 Patel Fork Apt. 924
South Paulview, NC 10683"
2136,1636,2022-10-23 16:44:35,In Transit,2023-10-03 08:11:49,"649 Hunter Plain
Kathryntown, KY 14596"
2137,3991,2022-12-01 23:56:47,Shipped,2023-10-04 11:15:12,"742 Mckay Ville Apt. 896
Gilbertchester, MN 61212"
2138,907,2023-01-30 22:00:50,In Transit,2023-09-27 22:25:26,"11225 Rodriguez Route Suite 747
Lindseychester, ME 89773"
2139,3816,2022-09-27 13:26:44,In Transit,2023-10-03 05:17:40,"898 Brown Parks
Kathleenfurt, RI 68053"
2140,1381,2022-10-19 05:02:29,Delivered,2023-10-04 13:31:02,"153 Webb Parkways
Port Tracybury, OR 17920"
2141,2161,2022-12-16 21:38:26,Shipped,2023-10-04 04:34:58,"213 Christina Union
Parkmouth, HI 01757"
2142,3604,2023-08-27 08:41:48,Shipped,2023-09-28 22:34:03,"41465 Johnson Valleys
Port Christinatown, MN 32480"
2143,4160,2023-03-08 07:35:39,In Transit,2023-10-02 21:44:40,"60656 Amanda Fort Apt. 447
Greenchester, MI 25787"
2144,1004,2023-05-22 04:43:02,Delivered,2023-09-29 22:33:10,"6525 Williams Spurs Apt. 605
Williamchester, NC 99907"
2145,4946,2023-09-27 02:10:45,Shipped,2023-09-28 10:26:59,"656 Patterson Bridge
West Michaelton, UT 03408"
2146,4803,2022-10-20 04:58:49,In Transit,2023-09-30 22:48:49,"Unit 3818 Box 1869
DPO AE 05846"
2147,353,2023-09-02 07:21:18,In Transit,2023-10-04 01:48:15,"0176 Kristin Fields Apt. 921
Port Alexismouth, ME 72913"
2148,4747,2023-05-11 20:22:09,In Transit,2023-09-29 17:08:57,"USS Orozco
FPO AP 11007"
2149,4637,2023-01-11 06:04:19,Shipped,2023-09-29 04:02:09,"9816 Robinson Falls Suite 756
Lake Katrinamouth, AR 78879"
2150,1994,2023-03-05 09:13:42,Shipped,2023-09-30 06:43:31,"5301 Flores Squares Suite 459
East Sean, KS 93734"
2151,3167,2022-11-20 02:54:03,Shipped,2023-09-29 11:59:28,"07697 Angela Locks
Rivershaven, IL 83388"
2152,4490,2023-05-06 17:12:28,Delivered,2023-10-03 07:28:33,"USNS Lamb
FPO AP 89034"
2153,3582,2023-01-09 15:30:14,Delivered,2023-09-29 09:54:08,"771 Thomas Expressway
Bondborough, AZ 03381"
2154,4041,2023-08-12 08:10:39,Delivered,2023-10-01 04:42:32,"80063 Arnold Loop Suite 757
Moorebury, NJ 88234"
2155,388,2023-02-27 09:02:43,Shipped,2023-09-28 10:39:32,"162 Taylor Walks
South Jennifer, UT 87561"
2156,4503,2023-05-19 00:05:00,In Transit,2023-09-28 17:44:05,"703 Torres Mews Suite 960
New Monica, FM 00644"
2157,2075,2023-09-09 11:39:33,Delivered,2023-09-28 19:56:32,"4103 Daniel Dale Apt. 633
North Georgehaven, NH 43360"
2158,4677,2022-11-21 08:42:11,Shipped,2023-10-01 02:38:50,"9951 Ochoa Junctions Suite 956
New Angela, AS 55790"
2159,526,2023-08-13 11:32:45,Shipped,2023-10-02 12:57:25,"69595 Berry Ramp Apt. 207
Port Lisaville, PA 36836"
2160,4217,2022-10-14 08:05:09,Shipped,2023-10-02 18:01:18,"70862 Thomas Fall
Joshuaberg, PR 61777"
2161,2598,2023-04-18 08:50:35,Shipped,2023-10-01 08:31:40,"3300 Eric Park Suite 878
East Jason, WA 96100"
2162,4839,2022-11-17 05:00:54,Shipped,2023-10-02 03:30:50,"410 Russell Walks
Butlerton, NH 09068"
2163,1624,2022-12-29 09:13:27,In Transit,2023-09-30 22:40:51,"6895 Peterson Road Apt. 029
Davidsonfort, NE 62161"
2164,4970,2023-07-03 06:38:23,Delivered,2023-09-30 17:15:24,"46371 Garcia Road
Port Hectorhaven, ME 95548"
2165,2815,2023-04-09 14:21:41,In Transit,2023-10-02 11:57:40,"934 Nancy Ford Apt. 457
Riverahaven, ME 22928"
2166,1901,2023-08-10 20:08:42,Delivered,2023-10-04 00:30:21,"02864 William Dam Apt. 948
North Alyssa, MH 90353"
2167,1010,2023-07-01 01:08:19,In Transit,2023-09-28 17:48:20,"65084 Stacey Cliff Apt. 669
Lake Crystal, NC 90434"
2168,1882,2023-04-30 01:00:57,In Transit,2023-09-30 00:45:55,"USNS Combs
FPO AP 82131"
2169,22,2023-01-30 07:46:42,Shipped,2023-10-04 13:21:07,"0340 Melinda Garden
Sylviashire, SD 80765"
2170,2357,2023-03-12 20:20:39,Shipped,2023-09-28 12:52:38,"2906 Catherine Lake
Debraland, MT 33883"
2171,113,2022-12-21 10:52:32,In Transit,2023-10-04 11:42:42,"USNV Figueroa
FPO AE 29485"
2172,1191,2023-08-24 19:23:12,Delivered,2023-09-30 06:20:58,"PSC 0423, Box 0826
APO AE 79361"
2173,2376,2023-02-12 07:18:56,In Transit,2023-09-29 18:12:30,"21399 Davis Pike
South Cynthiaborough, DE 94877"
2174,4121,2023-02-02 01:43:13,In Transit,2023-09-28 18:32:50,"475 Garcia Burgs Suite 108
Carlosshire, GU 66606"
2175,2486,2023-08-17 13:31:52,Shipped,2023-10-03 15:51:40,"42448 James Gardens
Christopherland, FL 73316"
2176,2945,2023-06-10 09:39:41,In Transit,2023-09-30 21:39:40,"48818 Rose Shores Apt. 179
South Eric, SC 57629"
2177,1647,2023-01-21 19:26:54,Shipped,2023-09-30 05:52:25,"USNS Walls
FPO AA 09508"
2178,806,2022-12-11 15:29:36,Shipped,2023-10-02 05:32:38,"512 Jackson Estates
West Johnmouth, WA 19153"
2179,1906,2023-06-23 19:48:14,In Transit,2023-09-27 21:16:28,"326 William Bridge
Riosport, MN 72530"
2180,4460,2022-10-17 15:50:47,Shipped,2023-10-01 17:21:01,"69380 Megan Squares Apt. 153
Brianshire, NE 68434"
2181,3531,2022-11-15 17:04:25,In Transit,2023-10-04 03:38:29,"PSC 7734, Box 9232
APO AE 46593"
2182,2699,2023-09-14 10:37:43,Delivered,2023-09-27 17:32:18,"4003 Martin Points Apt. 661
North Kelseyview, GU 18088"
2183,528,2023-05-12 08:18:48,In Transit,2023-09-29 20:36:45,"PSC 8682, Box 2214
APO AA 21886"
2184,26,2023-04-12 12:17:18,In Transit,2023-09-28 20:23:44,"8437 Benson Coves
Matthewborough, FM 19377"
2185,4763,2023-04-25 19:36:52,Shipped,2023-10-02 21:34:30,"7750 James Lights Apt. 763
Port Gregoryhaven, AR 12334"
2186,1845,2023-01-16 12:02:11,In Transit,2023-10-02 08:58:36,"PSC 6500, Box 2433
APO AA 48700"
2187,409,2022-12-19 18:25:53,Shipped,2023-09-29 14:34:18,"75186 Dennis Springs
New Shane, OR 13469"
2188,4000,2022-12-09 08:03:37,Shipped,2023-09-29 06:28:54,"605 Julie Drives
East Thomas, MT 02229"
2189,3124,2023-03-16 17:27:49,Shipped,2023-09-28 14:44:44,"18942 Spencer Greens
Justinside, AL 97735"
2190,3718,2023-05-26 21:20:27,In Transit,2023-09-29 10:41:42,"136 Wright Island Suite 248
Lake Katherine, CA 26907"
2191,3014,2023-09-15 11:20:20,In Transit,2023-10-01 03:34:33,"5408 Smith Ferry
South Josephhaven, WY 77418"
2192,2858,2023-07-28 22:01:46,Shipped,2023-10-01 01:35:06,"03609 Trevor Plaza Apt. 924
Herreraville, FL 92754"
2193,3020,2023-06-07 08:51:32,Delivered,2023-10-02 08:16:49,"41188 Powers Club Suite 202
South Mitchellmouth, NV 35574"
2194,1693,2023-09-13 01:25:29,Shipped,2023-10-02 08:33:32,"5266 Ortiz Club
East Michelle, IL 31396"
2195,515,2022-11-09 06:10:36,In Transit,2023-09-29 17:59:35,"558 Michael Fork Suite 030
North David, AK 31411"
2196,1317,2023-01-10 16:34:34,In Transit,2023-09-29 17:16:10,"6212 Schwartz Highway
Lake Jenniferland, MN 07094"
2197,4512,2023-08-14 01:46:56,Delivered,2023-10-02 17:18:59,"41019 Michael Motorway
Robertsfurt, WA 48396"
2198,430,2023-08-03 18:03:30,Delivered,2023-10-02 15:56:00,"814 Amanda Shores
Port Nancyborough, ND 14687"
2199,3246,2023-03-19 17:35:08,Delivered,2023-09-28 03:29:02,"3787 Reyes Ferry
New Peter, RI 12751"
2200,2851,2023-06-18 10:54:42,Delivered,2023-09-28 00:12:44,"011 Jamie Ways Apt. 225
Kingport, ND 85709"
2201,4087,2023-08-05 03:33:30,Shipped,2023-10-03 09:40:19,"764 Richard Vista
Lake Tomland, AZ 52053"
2202,4562,2022-12-22 15:39:08,In Transit,2023-10-04 12:38:49,"438 Kelly Port Suite 458
North Jeremy, TN 21540"
2203,2703,2023-03-29 15:13:06,Delivered,2023-09-29 22:12:37,"9340 Joseph Walk
Josephhaven, NE 74013"
2204,4801,2023-01-23 08:19:34,In Transit,2023-09-28 05:14:26,"11322 Richard Unions
South Jasmine, MD 52185"
2205,4690,2023-03-24 19:56:22,Delivered,2023-09-30 17:44:58,"40455 Samantha Manors Suite 675
North Heatherhaven, OH 51550"
2206,3634,2022-11-22 22:47:48,Shipped,2023-09-28 06:17:46,"2748 Anderson Meadow Apt. 947
Anthonyberg, MA 72288"
2207,921,2022-11-01 03:47:36,In Transit,2023-10-01 01:11:09,"USCGC Ward
FPO AA 63919"
2208,4569,2023-06-02 11:26:44,Shipped,2023-09-27 22:21:11,"6362 Davis Mount
Williamstown, CA 05474"
2209,973,2022-11-30 20:58:07,Shipped,2023-10-03 10:57:48,"23317 Tapia Stravenue Apt. 181
New Danielfort, MP 75963"
2210,2734,2022-10-04 21:36:39,Delivered,2023-10-02 04:20:14,"PSC 3624, Box 3760
APO AP 84506"
2211,4144,2023-05-08 17:52:38,In Transit,2023-09-28 11:10:25,"98387 Hunter Well
Port Donald, LA 93080"
2212,1457,2022-10-08 19:28:50,In Transit,2023-10-03 13:41:56,"89203 Sandra Stream
Maysbury, OH 08230"
2213,4918,2022-09-29 04:18:19,Shipped,2023-10-03 13:43:16,"855 Martinez Estates
Mortonport, AK 80256"
2214,2131,2023-04-10 08:53:17,Shipped,2023-10-01 16:49:32,"1793 Lawson Junction Suite 872
East Leahborough, WY 62848"
2215,2660,2022-12-03 15:46:06,Shipped,2023-09-30 06:33:15,"00817 Brown Roads
Floresshire, IA 56167"
2216,1742,2023-02-10 00:49:09,Shipped,2023-09-28 10:04:46,"4284 Bryan Mall
South John, WA 17877"
2217,3946,2023-07-21 00:55:47,In Transit,2023-10-04 03:25:35,"8233 Walter Lights
Mendozaport, AS 57161"
2218,4839,2023-09-13 08:54:57,Delivered,2023-10-02 13:42:46,"7147 Rodriguez Manors
Raymondfurt, SC 04377"
2219,3471,2023-09-25 21:28:45,Shipped,2023-09-29 23:50:23,"92734 Sanchez Motorway Suite 894
South Dana, LA 33199"
2220,4752,2023-05-03 13:37:27,Delivered,2023-09-28 10:41:17,"44839 Katelyn Ways Apt. 643
West Deborah, MA 23049"
2221,3205,2023-09-22 07:23:24,Shipped,2023-10-04 02:17:46,"69516 David Locks Apt. 660
Shawnmouth, VI 73279"
2222,1320,2023-08-26 09:03:54,In Transit,2023-10-04 07:20:16,"46800 Daniel Center Apt. 578
Port Patriciahaven, ME 18081"
2223,2013,2023-05-19 09:11:19,Delivered,2023-10-04 10:35:52,"5327 Becky Inlet
Port Daniel, DC 12155"
2224,2201,2023-06-13 21:07:49,In Transit,2023-09-30 09:16:05,"972 Curry Stravenue Suite 435
South Ericfort, MN 87834"
2225,2053,2023-04-24 00:52:59,Shipped,2023-09-30 11:00:27,"78616 Evans Village Apt. 432
Susanview, NE 10461"
2226,4342,2023-02-19 00:38:34,Shipped,2023-09-29 01:25:36,"250 Jason Spur
Perezland, SC 93894"
2227,4293,2023-05-23 01:15:10,In Transit,2023-10-02 19:45:51,"7335 Ian Crest Suite 316
Shieldsborough, PW 24080"
2228,3896,2023-02-11 17:54:13,Shipped,2023-09-30 17:45:46,"4163 Tina Point
Walkerfurt, MH 99225"
2229,2441,2023-08-19 01:24:50,Delivered,2023-09-28 15:33:15,"09488 Long Court
Wallshire, MP 79121"
2230,1837,2022-11-22 12:58:15,Delivered,2023-10-02 14:32:33,"3135 Gibbs Branch
Port Charleshaven, NH 41888"
2231,4319,2023-03-13 22:51:32,Shipped,2023-10-04 01:11:56,"1587 Anne Green Apt. 184
Nixonstad, MO 42597"
2232,1864,2023-03-30 19:45:14,Delivered,2023-09-29 08:29:31,"555 Ivan Islands
New Sara, IA 09904"
2233,4529,2022-12-23 05:36:12,Delivered,2023-10-04 06:33:02,"078 Gordon Greens Apt. 084
North Nichole, OH 65227"
2234,1223,2022-10-07 06:37:29,In Transit,2023-09-29 22:37:57,"Unit 5880 Box 5996
DPO AA 34447"
2235,4187,2023-07-31 18:19:46,Delivered,2023-10-03 14:17:58,"93653 Lynn Pass Suite 167
North Ashleychester, NJ 58962"
2236,4390,2023-05-07 00:32:24,Shipped,2023-10-01 02:54:29,"002 Stephens Cape
Lake Bradley, VI 81915"
2237,1436,2023-03-23 00:01:46,Delivered,2023-10-01 03:25:57,"030 Daniel Corner
South Christina, WY 39748"
2238,1820,2023-03-03 10:19:13,In Transit,2023-09-30 11:32:45,"225 Savage Street Apt. 206
North Shane, AS 65847"
2239,3602,2023-01-12 00:05:12,In Transit,2023-10-01 10:54:56,"73216 Ortiz Centers
Lake Michael, VT 16839"
2240,2297,2023-04-06 20:18:41,In Transit,2023-10-02 10:16:54,"PSC 0863, Box 3965
APO AP 70757"
2241,4437,2022-10-10 12:19:12,In Transit,2023-09-29 17:40:55,"276 Alexander Islands
New Angelaside, AZ 18917"
2242,2426,2023-05-19 05:20:30,Shipped,2023-09-30 21:35:37,"Unit 8492 Box 8352
DPO AE 56538"
2243,3857,2023-01-28 02:22:44,Delivered,2023-09-30 23:47:33,"Unit 7498 Box 6072
DPO AE 63935"
2244,2163,2022-09-30 15:38:44,In Transit,2023-09-27 21:39:10,"008 Ryan Motorway Apt. 307
Hooverburgh, CO 09929"
